timestamp	key	value
1670778916426	tick_network	0.0
1670778916426	tick_jobs	0.0
1670778916427	tick_worlds	1.0
1670778916427	tick	1.0
1670778916476	tick_network	0.0
1670778916476	tick_jobs	0.0
1670778916476	tick_worlds	0.0
1670778916476	tick	0.0
1670778916526	tick_network	0.0
1670778916526	tick_jobs	0.0
1670778916526	tick_worlds	0.0
1670778916526	tick	0.0
1670778916576	tick_network	0.0
1670778916576	tick_jobs	0.0
1670778916577	tick_worlds	1.0
1670778916577	tick	1.0
1670778916626	tick_network	0.0
1670778916626	tick_jobs	0.0
1670778916627	tick_worlds	1.0
1670778916627	tick	1.0
1670778916676	tick_network	0.0
1670778916676	tick_jobs	0.0
1670778916676	tick_worlds	0.0
1670778916676	tick	0.0
1670778916726	tick_network	0.0
1670778916726	tick_jobs	0.0
1670778916727	tick_worlds	1.0
1670778916727	tick	1.0
1670778916776	tick_network	0.0
1670778916776	tick_jobs	0.0
1670778916777	tick_worlds	1.0
1670778916777	tick	1.0
1670778916826	tick_network	0.0
1670778916826	tick_jobs	0.0
1670778916826	tick_worlds	0.0
1670778916826	tick	0.0
1670778916876	tick_network	0.0
1670778916876	tick_jobs	0.0
1670778916876	tick_worlds	0.0
1670778916876	tick	0.0
1670778916926	tick_network	0.0
1670778916926	tick_jobs	0.0
1670778916926	tick_worlds	0.0
1670778916926	tick	0.0
1670778916976	tick_network	0.0
1670778916976	tick_jobs	0.0
1670778916976	tick_worlds	0.0
1670778916976	tick	0.0
1670778917026	tick_network	0.0
1670778917026	tick_jobs	0.0
1670778917026	tick_worlds	0.0
1670778917026	tick	0.0
1670778917076	tick_network	0.0
1670778917076	tick_jobs	0.0
1670778917076	tick_worlds	0.0
1670778917076	tick	0.0
1670778917126	tick_network	0.0
1670778917126	tick_jobs	0.0
1670778917126	tick_worlds	0.0
1670778917126	tick	0.0
1670778917177	tick_network	0.0
1670778917177	tick_jobs	0.0
1670778917179	tick_worlds	2.0
1670778917179	tick	2.0
1670778917226	tick_network	0.0
1670778917226	tick_jobs	0.0
1670778917229	tick_worlds	3.0
1670778917229	tick	3.0
1670778917276	tick_network	0.0
1670778917276	tick_jobs	0.0
1670778917279	tick_worlds	3.0
1670778917279	tick	3.0
1670778917326	tick_network	0.0
1670778917326	tick_jobs	0.0
1670778917329	tick_worlds	3.0
1670778917329	tick	3.0
1670778917376	tick_network	0.0
1670778917376	tick_jobs	0.0
1670778917377	tick_worlds	1.0
1670778917377	tick	1.0
1670778917426	tick_network	1.0
1670778917426	tick_jobs	0.0
1670778917426	tick_worlds	0.0
1670778917426	tick	1.0
1670778917476	tick_network	0.0
1670778917476	tick_jobs	0.0
1670778917478	tick_worlds	2.0
1670778917478	tick	2.0
1670778917526	tick_network	0.0
1670778917526	tick_jobs	0.0
1670778917526	tick_worlds	0.0
1670778917526	tick	0.0
1670778917576	tick_network	0.0
1670778917576	tick_jobs	0.0
1670778917576	tick_worlds	0.0
1670778917576	tick	0.0
1670778917626	tick_network	0.0
1670778917626	tick_jobs	0.0
1670778917627	tick_worlds	1.0
1670778917627	tick	2.0
1670778917676	tick_network	0.0
1670778917676	tick_jobs	0.0
1670778917676	tick_worlds	0.0
1670778917676	tick	0.0
1670778917726	tick_network	0.0
1670778917726	tick_jobs	0.0
1670778917726	tick_worlds	0.0
1670778917726	tick	0.0
1670778917776	tick_network	0.0
1670778917776	tick_jobs	0.0
1670778917776	tick_worlds	0.0
1670778917776	tick	0.0
1670778917826	tick_network	0.0
1670778917826	tick_jobs	0.0
1670778917827	tick_worlds	1.0
1670778917827	tick	1.0
1670778917876	tick_network	0.0
1670778917876	tick_jobs	0.0
1670778917876	tick_worlds	0.0
1670778917876	tick	0.0
1670778917926	tick_network	0.0
1670778917926	tick_jobs	0.0
1670778917926	tick_worlds	0.0
1670778917926	tick	0.0
1670778917976	tick_network	0.0
1670778917976	tick_jobs	0.0
1670778917976	tick_worlds	0.0
1670778917976	tick	0.0
1670778918026	tick_network	0.0
1670778918026	tick_jobs	0.0
1670778918026	tick_worlds	0.0
1670778918026	tick	0.0
1670778918076	tick_network	0.0
1670778918076	tick_jobs	0.0
1670778918076	tick_worlds	0.0
1670778918076	tick	0.0
1670778918126	tick_network	1.0
1670778918126	tick_jobs	0.0
1670778918126	tick_worlds	0.0
1670778918126	tick	1.0
1670778918176	tick_network	0.0
1670778918176	tick_jobs	0.0
1670778918177	tick_worlds	1.0
1670778918177	tick	1.0
1670778918226	tick_network	0.0
1670778918226	tick_jobs	0.0
1670778918227	tick_worlds	1.0
1670778918227	tick	1.0
1670778918276	tick_network	0.0
1670778918276	tick_jobs	0.0
1670778918276	tick_worlds	0.0
1670778918276	tick	0.0
1670778918326	tick_network	0.0
1670778918326	tick_jobs	0.0
1670778918326	tick_worlds	0.0
1670778918326	tick	0.0
1670778918376	tick_network	0.0
1670778918376	tick_jobs	0.0
1670778918376	tick_worlds	0.0
1670778918376	tick	0.0
1670778918426	tick_network	0.0
1670778918426	tick_jobs	0.0
1670778918428	tick_worlds	2.0
1670778918428	tick	2.0
1670778918476	tick_network	0.0
1670778918476	tick_jobs	0.0
1670778918477	tick_worlds	1.0
1670778918477	tick	1.0
1670778918526	tick_network	0.0
1670778918526	tick_jobs	0.0
1670778918526	tick_worlds	0.0
1670778918526	tick	0.0
1670778918576	tick_network	0.0
1670778918576	tick_jobs	0.0
1670778918576	tick_worlds	0.0
1670778918576	tick	0.0
1670778918626	tick_network	0.0
1670778918626	tick_jobs	0.0
1670778918626	tick_worlds	0.0
1670778918626	tick	1.0
1670778918676	tick_network	0.0
1670778918676	tick_jobs	0.0
1670778918676	tick_worlds	0.0
1670778918676	tick	0.0
1670778918726	tick_network	0.0
1670778918726	tick_jobs	0.0
1670778918726	tick_worlds	0.0
1670778918726	tick	0.0
1670778918776	tick_network	0.0
1670778918776	tick_jobs	0.0
1670778918776	tick_worlds	0.0
1670778918776	tick	0.0
1670778918826	tick_network	0.0
1670778918826	tick_jobs	0.0
1670778918826	tick_worlds	0.0
1670778918826	tick	0.0
1670778918876	tick_network	0.0
1670778918876	tick_jobs	0.0
1670778918876	tick_worlds	0.0
1670778918876	tick	0.0
1670778918926	tick_network	0.0
1670778918926	tick_jobs	0.0
1670778918926	tick_worlds	0.0
1670778918926	tick	0.0
1670778918976	tick_network	0.0
1670778918976	tick_jobs	0.0
1670778918976	tick_worlds	0.0
1670778918976	tick	0.0
1670778919026	tick_network	0.0
1670778919026	tick_jobs	0.0
1670778919026	tick_worlds	0.0
1670778919026	tick	0.0
1670778919076	tick_network	0.0
1670778919076	tick_jobs	0.0
1670778919076	tick_worlds	0.0
1670778919076	tick	0.0
1670778919126	tick_network	0.0
1670778919126	tick_jobs	0.0
1670778919126	tick_worlds	0.0
1670778919126	tick	1.0
1670778919176	tick_network	0.0
1670778919176	tick_jobs	0.0
1670778919176	tick_worlds	0.0
1670778919176	tick	0.0
1670778919225	tick_network	0.0
1670778919226	tick_jobs	0.0
1670778919226	tick_worlds	0.0
1670778919226	tick	1.0
1670778919276	tick_network	0.0
1670778919276	tick_jobs	0.0
1670778919276	tick_worlds	0.0
1670778919276	tick	0.0
1670778919326	tick_network	0.0
1670778919326	tick_jobs	0.0
1670778919326	tick_worlds	0.0
1670778919326	tick	0.0
1670778919376	tick_network	0.0
1670778919376	tick_jobs	0.0
1670778919376	tick_worlds	0.0
1670778919376	tick	0.0
1670778919426	tick_network	0.0
1670778919426	tick_jobs	0.0
1670778919426	tick_worlds	0.0
1670778919426	tick	0.0
1670778919476	tick_network	0.0
1670778919476	tick_jobs	0.0
1670778919476	tick_worlds	0.0
1670778919476	tick	0.0
1670778919526	tick_network	0.0
1670778919526	tick_jobs	0.0
1670778919526	tick_worlds	0.0
1670778919526	tick	0.0
1670778919576	tick_network	0.0
1670778919576	tick_jobs	0.0
1670778919576	tick_worlds	0.0
1670778919576	tick	0.0
1670778919626	tick_network	0.0
1670778919626	tick_jobs	0.0
1670778919626	tick_worlds	0.0
1670778919626	tick	0.0
1670778919676	tick_network	0.0
1670778919676	tick_jobs	0.0
1670778919676	tick_worlds	0.0
1670778919676	tick	0.0
1670778919726	tick_network	0.0
1670778919726	tick_jobs	0.0
1670778919726	tick_worlds	0.0
1670778919726	tick	0.0
1670778919776	tick_network	0.0
1670778919776	tick_jobs	0.0
1670778919776	tick_worlds	0.0
1670778919776	tick	0.0
1670778919826	tick_network	0.0
1670778919826	tick_jobs	0.0
1670778919826	tick_worlds	0.0
1670778919826	tick	0.0
1670778919876	tick_network	0.0
1670778919876	tick_jobs	0.0
1670778919876	tick_worlds	0.0
1670778919876	tick	0.0
1670778919926	tick_network	0.0
1670778919926	tick_jobs	0.0
1670778919926	tick_worlds	0.0
1670778919926	tick	0.0
1670778919976	tick_network	0.0
1670778919976	tick_jobs	0.0
1670778919976	tick_worlds	0.0
1670778919976	tick	0.0
1670778920026	tick_network	0.0
1670778920026	tick_jobs	0.0
1670778920026	tick_worlds	0.0
1670778920026	tick	0.0
1670778920076	tick_network	0.0
1670778920076	tick_jobs	0.0
1670778920076	tick_worlds	0.0
1670778920076	tick	0.0
1670778920126	tick_network	0.0
1670778920126	tick_jobs	0.0
1670778920126	tick_worlds	0.0
1670778920126	tick	0.0
1670778920176	tick_network	0.0
1670778920176	tick_jobs	0.0
1670778920176	tick_worlds	0.0
1670778920176	tick	0.0
1670778920226	tick_network	0.0
1670778920226	tick_jobs	0.0
1670778920226	tick_worlds	0.0
1670778920226	tick	0.0
1670778920276	tick_network	0.0
1670778920276	tick_jobs	0.0
1670778920276	tick_worlds	0.0
1670778920276	tick	0.0
1670778920326	tick_network	0.0
1670778920326	tick_jobs	0.0
1670778920326	tick_worlds	0.0
1670778920326	tick	0.0
1670778920376	tick_network	0.0
1670778920376	tick_jobs	0.0
1670778920376	tick_worlds	0.0
1670778920376	tick	0.0
1670778920426	tick_network	0.0
1670778920426	tick_jobs	0.0
1670778920426	tick_worlds	0.0
1670778920426	tick	0.0
1670778920476	tick_network	0.0
1670778920476	tick_jobs	0.0
1670778920478	tick_worlds	2.0
1670778920478	tick	2.0
1670778920526	tick_network	0.0
1670778920526	tick_jobs	0.0
1670778920526	tick_worlds	0.0
1670778920526	tick	0.0
1670778920576	tick_network	0.0
1670778920576	tick_jobs	0.0
1670778920576	tick_worlds	0.0
1670778920576	tick	0.0
1670778920626	tick_network	0.0
1670778920626	tick_jobs	0.0
1670778920626	tick_worlds	0.0
1670778920626	tick	0.0
1670778920676	tick_network	0.0
1670778920676	tick_jobs	0.0
1670778920676	tick_worlds	0.0
1670778920676	tick	0.0
1670778920726	tick_network	0.0
1670778920726	tick_jobs	0.0
1670778920726	tick_worlds	0.0
1670778920726	tick	0.0
1670778920776	tick_network	0.0
1670778920776	tick_jobs	0.0
1670778920776	tick_worlds	0.0
1670778920776	tick	0.0
1670778920826	tick_network	0.0
1670778920826	tick_jobs	0.0
1670778920826	tick_worlds	0.0
1670778920826	tick	0.0
1670778920876	tick_network	0.0
1670778920876	tick_jobs	0.0
1670778920876	tick_worlds	0.0
1670778920876	tick	0.0
1670778920926	tick_network	0.0
1670778920926	tick_jobs	0.0
1670778920926	tick_worlds	0.0
1670778920926	tick	0.0
1670778920976	tick_network	0.0
1670778920976	tick_jobs	0.0
1670778920976	tick_worlds	0.0
1670778920976	tick	0.0
1670778921026	tick_network	0.0
1670778921026	tick_jobs	0.0
1670778921026	tick_worlds	0.0
1670778921026	tick	0.0
1670778921076	tick_network	0.0
1670778921076	tick_jobs	0.0
1670778921076	tick_worlds	0.0
1670778921076	tick	0.0
1670778921126	tick_network	0.0
1670778921126	tick_jobs	0.0
1670778921126	tick_worlds	0.0
1670778921126	tick	0.0
1670778921176	tick_network	0.0
1670778921176	tick_jobs	0.0
1670778921176	tick_worlds	0.0
1670778921176	tick	0.0
1670778921226	tick_network	0.0
1670778921226	tick_jobs	0.0
1670778921226	tick_worlds	0.0
1670778921226	tick	0.0
1670778921276	tick_network	0.0
1670778921276	tick_jobs	0.0
1670778921276	tick_worlds	0.0
1670778921276	tick	0.0
1670778921326	tick_network	0.0
1670778921326	tick_jobs	0.0
1670778921326	tick_worlds	0.0
1670778921326	tick	0.0
1670778921376	tick_network	1.0
1670778921376	tick_jobs	0.0
1670778921376	tick_worlds	0.0
1670778921376	tick	1.0
1670778921426	tick_network	0.0
1670778921426	tick_jobs	0.0
1670778921426	tick_worlds	0.0
1670778921426	tick	0.0
1670778921476	tick_network	0.0
1670778921476	tick_jobs	0.0
1670778921476	tick_worlds	0.0
1670778921476	tick	0.0
1670778921526	tick_network	0.0
1670778921526	tick_jobs	0.0
1670778921526	tick_worlds	0.0
1670778921526	tick	0.0
1670778921576	tick_network	0.0
1670778921576	tick_jobs	0.0
1670778921576	tick_worlds	0.0
1670778921576	tick	0.0
1670778921626	tick_network	0.0
1670778921626	tick_jobs	0.0
1670778921626	tick_worlds	0.0
1670778921626	tick	0.0
1670778921676	tick_network	0.0
1670778921676	tick_jobs	0.0
1670778921677	tick_worlds	1.0
1670778921677	tick	1.0
1670778921726	tick_network	0.0
1670778921726	tick_jobs	0.0
1670778921726	tick_worlds	0.0
1670778921726	tick	0.0
1670778921776	tick_network	0.0
1670778921776	tick_jobs	0.0
1670778921776	tick_worlds	0.0
1670778921776	tick	0.0
1670778921826	tick_network	0.0
1670778921826	tick_jobs	0.0
1670778921826	tick_worlds	0.0
1670778921826	tick	0.0
1670778921875	tick_network	0.0
1670778921876	tick_jobs	0.0
1670778921876	tick_worlds	0.0
1670778921876	tick	1.0
1670778921926	tick_network	0.0
1670778921926	tick_jobs	0.0
1670778921926	tick_worlds	0.0
1670778921926	tick	0.0
1670778921976	tick_network	0.0
1670778921976	tick_jobs	0.0
1670778921976	tick_worlds	0.0
1670778921976	tick	0.0
1670778922026	tick_network	0.0
1670778922026	tick_jobs	0.0
1670778922026	tick_worlds	0.0
1670778922026	tick	0.0
1670778922076	tick_network	0.0
1670778922076	tick_jobs	0.0
1670778922076	tick_worlds	0.0
1670778922076	tick	0.0
1670778922126	tick_network	0.0
1670778922126	tick_jobs	0.0
1670778922126	tick_worlds	0.0
1670778922126	tick	0.0
1670778922176	tick_network	0.0
1670778922176	tick_jobs	0.0
1670778922176	tick_worlds	0.0
1670778922176	tick	0.0
1670778922226	tick_network	1.0
1670778922226	tick_jobs	0.0
1670778922226	tick_worlds	0.0
1670778922226	tick	1.0
1670778922276	tick_network	0.0
1670778922276	tick_jobs	0.0
1670778922276	tick_worlds	0.0
1670778922276	tick	0.0
1670778922326	tick_network	0.0
1670778922326	tick_jobs	0.0
1670778922326	tick_worlds	0.0
1670778922326	tick	0.0
1670778922376	tick_network	0.0
1670778922376	tick_jobs	0.0
1670778922376	tick_worlds	0.0
1670778922376	tick	0.0
1670778922426	tick_network	0.0
1670778922426	tick_jobs	0.0
1670778922426	tick_worlds	0.0
1670778922426	tick	0.0
1670778922476	tick_network	0.0
1670778922476	tick_jobs	0.0
1670778922476	tick_worlds	0.0
1670778922476	tick	0.0
1670778922526	tick_network	0.0
1670778922526	tick_jobs	0.0
1670778922527	tick_worlds	1.0
1670778922527	tick	1.0
1670778922576	tick_network	0.0
1670778922576	tick_jobs	0.0
1670778922576	tick_worlds	0.0
1670778922576	tick	0.0
1670778922626	tick_network	0.0
1670778922626	tick_jobs	0.0
1670778922626	tick_worlds	0.0
1670778922626	tick	0.0
1670778922676	tick_network	0.0
1670778922676	tick_jobs	0.0
1670778922676	tick_worlds	0.0
1670778922676	tick	0.0
1670778922726	tick_network	0.0
1670778922726	tick_jobs	0.0
1670778922726	tick_worlds	0.0
1670778922726	tick	1.0
1670778922776	tick_network	0.0
1670778922776	tick_jobs	0.0
1670778922776	tick_worlds	0.0
1670778922776	tick	0.0
1670778922826	tick_network	0.0
1670778922826	tick_jobs	0.0
1670778922826	tick_worlds	0.0
1670778922826	tick	0.0
1670778922876	tick_network	0.0
1670778922876	tick_jobs	0.0
1670778922876	tick_worlds	0.0
1670778922876	tick	0.0
1670778922926	tick_network	0.0
1670778922926	tick_jobs	0.0
1670778922926	tick_worlds	0.0
1670778922926	tick	0.0
1670778922976	tick_network	0.0
1670778922976	tick_jobs	0.0
1670778922976	tick_worlds	0.0
1670778922976	tick	0.0
1670778923026	tick_network	0.0
1670778923026	tick_jobs	0.0
1670778923026	tick_worlds	0.0
1670778923026	tick	0.0
1670778923076	tick_network	0.0
1670778923076	tick_jobs	0.0
1670778923076	tick_worlds	0.0
1670778923076	tick	0.0
1670778923126	tick_network	0.0
1670778923126	tick_jobs	0.0
1670778923126	tick_worlds	0.0
1670778923126	tick	0.0
1670778923176	tick_network	0.0
1670778923176	tick_jobs	0.0
1670778923176	tick_worlds	0.0
1670778923176	tick	0.0
1670778923226	tick_network	0.0
1670778923226	tick_jobs	0.0
1670778923226	tick_worlds	0.0
1670778923226	tick	1.0
1670778923276	tick_network	0.0
1670778923276	tick_jobs	0.0
1670778923276	tick_worlds	0.0
1670778923276	tick	0.0
1670778923326	tick_network	0.0
1670778923326	tick_jobs	0.0
1670778923326	tick_worlds	0.0
1670778923326	tick	0.0
1670778923376	tick_network	0.0
1670778923376	tick_jobs	0.0
1670778923376	tick_worlds	0.0
1670778923376	tick	0.0
1670778923426	tick_network	0.0
1670778923426	tick_jobs	0.0
1670778923426	tick_worlds	0.0
1670778923426	tick	0.0
1670778923476	tick_network	0.0
1670778923476	tick_jobs	0.0
1670778923476	tick_worlds	0.0
1670778923476	tick	0.0
1670778923526	tick_network	0.0
1670778923526	tick_jobs	0.0
1670778923526	tick_worlds	0.0
1670778923526	tick	0.0
1670778923576	tick_network	0.0
1670778923576	tick_jobs	0.0
1670778923576	tick_worlds	0.0
1670778923576	tick	0.0
1670778923626	tick_network	0.0
1670778923626	tick_jobs	0.0
1670778923626	tick_worlds	0.0
1670778923626	tick	0.0
1670778923675	tick_network	0.0
1670778923676	tick_jobs	1.0
1670778923676	tick_worlds	0.0
1670778923676	tick	1.0
1670778923726	tick_network	0.0
1670778923726	tick_jobs	0.0
1670778923726	tick_worlds	0.0
1670778923726	tick	0.0
1670778923776	tick_network	0.0
1670778923776	tick_jobs	0.0
1670778923776	tick_worlds	0.0
1670778923776	tick	0.0
1670778923826	tick_network	0.0
1670778923826	tick_jobs	0.0
1670778923826	tick_worlds	0.0
1670778923826	tick	0.0
1670778923876	tick_network	1.0
1670778923876	tick_jobs	0.0
1670778923876	tick_worlds	0.0
1670778923876	tick	1.0
1670778923926	tick_network	0.0
1670778923926	tick_jobs	0.0
1670778923926	tick_worlds	0.0
1670778923926	tick	0.0
1670778923976	tick_network	0.0
1670778923976	tick_jobs	0.0
1670778923976	tick_worlds	0.0
1670778923976	tick	0.0
1670778924026	tick_network	0.0
1670778924026	tick_jobs	0.0
1670778924026	tick_worlds	0.0
1670778924026	tick	0.0
1670778924076	tick_network	0.0
1670778924076	tick_jobs	0.0
1670778924076	tick_worlds	0.0
1670778924076	tick	0.0
1670778924126	tick_network	0.0
1670778924126	tick_jobs	0.0
1670778924127	tick_worlds	1.0
1670778924127	tick	1.0
1670778924176	tick_network	0.0
1670778924176	tick_jobs	0.0
1670778924176	tick_worlds	0.0
1670778924176	tick	1.0
1670778924226	tick_network	0.0
1670778924226	tick_jobs	0.0
1670778924226	tick_worlds	0.0
1670778924226	tick	0.0
1670778924276	tick_network	0.0
1670778924276	tick_jobs	0.0
1670778924276	tick_worlds	0.0
1670778924276	tick	0.0
1670778924326	tick_network	0.0
1670778924326	tick_jobs	0.0
1670778924326	tick_worlds	0.0
1670778924326	tick	0.0
1670778924376	tick_network	0.0
1670778924376	tick_jobs	0.0
1670778924376	tick_worlds	0.0
1670778924376	tick	0.0
1670778924426	tick_network	0.0
1670778924426	tick_jobs	0.0
1670778924426	tick_worlds	0.0
1670778924426	tick	0.0
1670778924476	tick_network	0.0
1670778924476	tick_jobs	0.0
1670778924476	tick_worlds	0.0
1670778924476	tick	0.0
1670778924526	tick_network	0.0
1670778924526	tick_jobs	0.0
1670778924526	tick_worlds	0.0
1670778924526	tick	0.0
1670778924576	tick_network	0.0
1670778924576	tick_jobs	0.0
1670778924576	tick_worlds	0.0
1670778924576	tick	0.0
1670778924626	tick_network	0.0
1670778924626	tick_jobs	0.0
1670778924626	tick_worlds	0.0
1670778924626	tick	0.0
1670778924676	tick_network	0.0
1670778924676	tick_jobs	0.0
1670778924676	tick_worlds	0.0
1670778924676	tick	0.0
1670778924726	tick_network	0.0
1670778924726	tick_jobs	0.0
1670778924726	tick_worlds	0.0
1670778924726	tick	0.0
1670778924776	tick_network	0.0
1670778924776	tick_jobs	0.0
1670778924776	tick_worlds	0.0
1670778924776	tick	0.0
1670778924826	tick_network	0.0
1670778924826	tick_jobs	0.0
1670778924827	tick_worlds	1.0
1670778924827	tick	1.0
1670778924876	tick_network	0.0
1670778924876	tick_jobs	0.0
1670778924876	tick_worlds	0.0
1670778924876	tick	0.0
1670778924926	tick_network	0.0
1670778924926	tick_jobs	0.0
1670778924926	tick_worlds	0.0
1670778924926	tick	0.0
1670778924976	tick_network	0.0
1670778924976	tick_jobs	0.0
1670778924976	tick_worlds	0.0
1670778924976	tick	0.0
1670778925026	tick_network	0.0
1670778925026	tick_jobs	0.0
1670778925026	tick_worlds	0.0
1670778925026	tick	0.0
1670778925076	tick_network	0.0
1670778925076	tick_jobs	0.0
1670778925076	tick_worlds	0.0
1670778925076	tick	0.0
1670778925126	tick_network	0.0
1670778925126	tick_jobs	0.0
1670778925126	tick_worlds	0.0
1670778925126	tick	0.0
1670778925176	tick_network	0.0
1670778925176	tick_jobs	0.0
1670778925176	tick_worlds	0.0
1670778925176	tick	0.0
1670778925226	tick_network	0.0
1670778925226	tick_jobs	0.0
1670778925226	tick_worlds	0.0
1670778925226	tick	0.0
1670778925276	tick_network	0.0
1670778925276	tick_jobs	0.0
1670778925276	tick_worlds	0.0
1670778925276	tick	0.0
1670778925326	tick_network	0.0
1670778925326	tick_jobs	0.0
1670778925326	tick_worlds	0.0
1670778925326	tick	0.0
1670778925376	tick_network	0.0
1670778925376	tick_jobs	0.0
1670778925376	tick_worlds	0.0
1670778925376	tick	0.0
1670778925426	tick_network	0.0
1670778925426	tick_jobs	0.0
1670778925426	tick_worlds	0.0
1670778925426	tick	0.0
1670778925476	tick_network	0.0
1670778925476	tick_jobs	0.0
1670778925476	tick_worlds	0.0
1670778925476	tick	0.0
1670778925526	tick_network	0.0
1670778925526	tick_jobs	0.0
1670778925526	tick_worlds	0.0
1670778925526	tick	0.0
1670778925576	tick_network	0.0
1670778925576	tick_jobs	0.0
1670778925576	tick_worlds	0.0
1670778925576	tick	0.0
1670778925626	tick_network	0.0
1670778925626	tick_jobs	0.0
1670778925626	tick_worlds	0.0
1670778925626	tick	0.0
1670778925676	tick_network	0.0
1670778925676	tick_jobs	0.0
1670778925676	tick_worlds	0.0
1670778925676	tick	0.0
1670778925726	tick_network	0.0
1670778925726	tick_jobs	0.0
1670778925726	tick_worlds	0.0
1670778925726	tick	0.0
1670778925776	tick_network	0.0
1670778925776	tick_jobs	0.0
1670778925776	tick_worlds	0.0
1670778925776	tick	0.0
1670778925826	tick_network	0.0
1670778925826	tick_jobs	0.0
1670778925826	tick_worlds	0.0
1670778925826	tick	0.0
1670778925876	tick_network	0.0
1670778925876	tick_jobs	0.0
1670778925876	tick_worlds	0.0
1670778925876	tick	1.0
1670778925926	tick_network	0.0
1670778925926	tick_jobs	0.0
1670778925926	tick_worlds	0.0
1670778925926	tick	1.0
1670778925976	tick_network	0.0
1670778925976	tick_jobs	0.0
1670778925977	tick_worlds	1.0
1670778925977	tick	1.0
1670778926026	tick_network	0.0
1670778926026	tick_jobs	0.0
