timestamp	mspt
1670633110762.635	20
1670633111823.689	20
1670633112871.255	20
1670633113920.5215	20
1670633114968.29	20
1670633116017.441	20
1670633117068.6733	20
1670633118117.751	20
1670633119166.7722	20
1670633120218.2925	20
1670633121267.2942	20
1670633122316.555	20
1670633123367.467	20
1670633124416.072	20
1670633125463.2817	20
1670633126518.8794	20
1670633127568.0632	20
1670633128620.1035	20
1670633129670.512	20
1670633130720.0845	20
1670633131773.5703	20
1670633132821.6204	20
1670633133874.8645	20
1670633134922.1538	20
1670633135972.108	20
1670633137021.2007	20
1670633138087.6057	20
1670633139134.9592	20
1670633140181.4934	20
1670633141234.963	20
1670633142285.8042	20
1670633143334.6062	20
1670633144384.1243	20
1670633145436.1094	20
1670633146452.0962	20
1670633147503.3965	20
1670633148554.1055	20
1670633149608.1045	20
1670633150653.8467	20
1670633151704.0789	20
1670633152756.0808	20
1670633153805.162	20
1670633154854.179	20
1670633155905.254	20
1670633156955.092	20
1670633158005.8508	20
1670633159055.0762	20
1670633160105.4976	20
1670633161155.223	20
1670633162206.1765	20
1670633163256.1162	20
1670633164305.8167	20
1670633165356.0837	20
1670633166405.7405	20
1670633167456.0693	20
1670633168506.2825	20
1670633169557.6833	20
1670633170606.4426	20
1670633171614.993	20
1670633172664.0652	20
1670633173715.762	20
1670633174767.3777	20
1670633175816.622	20
1670633176866.818	20
1670633177916.1216	20
1670633178965.7278	20
1670633180016.657	20
1670633181066.118	20
1670633182116.0935	20
1670633183166.6248	20
1670633184218.8625	20
1670633185267.7742	20
1670633186317.823	20
1670633187369.833	20
1670633188417.71	20
1670633189467.6455	20
1670633190519.444	20
1670633191569.795	20
1670633192620.0544	20
1670633193669.7466	20
1670633194718.899	20
1670633195768.0876	20
1670633196819.552	20
1670633197869.3433	20
1670633198920.1223	20
1670633199969.8398	20
1670633201019.344	20
1670633202070.5386	20
1670633203119.5293	20
1670633204172.0796	20
1670633205223.1199	20
1670633206271.4805	20
1670633207322.4756	20
1670633208371.6934	20
1670633209422.4768	20
1670633210472.0771	20
1670633211522.6658	20
1670633212572.0903	20
1670633213623.3472	20
1670633214672.0886	20
1670633215726.636	20
1670633216773.7915	20
1670633217827.7668	20
1670633218873.5193	20
1670633219923.7979	20
1670633220973.769	20
1670633222024.0686	20
1670633223074.8782	20
1670633224125.3003	20
1670633225176.0852	20
1670633226224.6487	20
1670633227274.8643	20
1670633228324.0627	20
1670633229377.1277	20
1670633230429.6067	20
1670633231477.6365	20
1670633232527.5508	20
1670633233577.7769	20
1670633234627.3862	20
1670633235678.7932	20
1670633236728.0955	20
1670633237778.574	20
1670633238829.3345	20
1670633239879.0774	20
1670633240931.535	20
1670633241980.0913	20
1670633243029.745	20
1670633244083.033	20
1670633245130.568	20
1670633246180.6155	20
1670633247230.1682	20
1670633248280.0676	20
1670633249330.3884	20
1670633250380.083	20
1670633251430.3262	20
1670633252437.9353	20
1670633253488.0886	20
1670633254538.0325	20
1670633255588.126	20
1670633256636.2825	20
1670633257690.5435	20
1670633258712.0771	20
1670633259763.2627	20
1670633260769.524	20
1670633261818.7825	20
1670633262880.4138	20
1670633263917.7126	20
1670633264945.8584	20
1670633265994.2124	20
1670633267045.4868	20
1670633268097.3582	20
1670633269139.5767	20
1670633270189.8171	20
1670633271235.9463	20
1670633272279.413	20
1670633273333.2446	20
1670633274387.1064	20
1670633275400.0999	20
1670633276451.6487	20
1670633277503.134	20
1670633278628.0916	20
1670633279671.5435	20
1670633280716.0652	20
1670633281751.6777	20
1670633282800.7195	20
1670633283851.1482	20
1670633284901.1543	20
1670633285951.411	20
1670633286990.635	20
1670633288029.926	20
1670633289083.3503	20
1670633290134.1743	20
1670633291185.793	20
1670633292208.0735	20
1670633293259.2703	20
1670633294309.119	20
1670633295359.1008	20
1670633296411.536	20
1670633297443.2537	20
1670633298483.2124	20
1670633299534.3193	20
1670633300583.436	20
1670633301633.6978	20
1670633302683.732	20
1670633303733.7188	20
1670633304761.9878	20
1670633305811.1582	20
1670633306861.579	20
1670633307911.5134	20
1670633308965.079	20
1670633310015.3828	20
1670633311066.3281	20
1670633312115.8318	20
1670633313165.7134	20
1670633314215.9077	20
1670633315266.1082	20
1670633316316.2507	20
1670633317367.2405	20
1670633318417.525	20
1670633319467.8018	20
1670633320518.6802	20
1670633321571.0012	20
1670633322621.8684	20
1670633323669.1792	20
1670633324719.4807	20
1670633325769.4854	20
1670633326819.6309	20
1670633328434.6445	20
1670633331216.099	19.015021867275145
1670633332266.4553	17.83166904422254
1670633333321.8938	16.94053870913095
1670633334370.5894	15.54726368159204
1670633335401.9792	20
1670633336452.0847	20
1670633337492.115	20
1670633338549.9866	20
1670633339597.116	20
1670633340647.2405	20
1670633341697.3965	20
1670633342747.7983	20
1670633343797.6975	20
1670633344848.7861	20
1670633345897.8918	20
1670633346947.874	20
1670633347998.0017	20
1670633349050.6357	20
1670633350099.166	20
1670633351148.3977	20
1670633352198.5789	20
1670633353249.2874	20
1670633354300.7202	20
1670633355349.5876	20
1670633356399.9282	20
1670633357449.8545	20
1670633358500.2961	20
1670633359550.761	20
1670633360601.7368	20
1670633361652.0815	20
1670633362701.4143	20
1670633363751.9548	20
1670633364801.9626	20
1670633365852.0964	20
1670633366903.7068	20
1670633367952.8813	20
1670633369004.0842	20
1670633370052.0842	20
1670633371085.647	20
1670633374050.6445	15.246226558926665
1670633375717.9343	13.85809312638581
1670633376751.015	13.024225058609012
1670633377817.5234	11.869436201780415
1670633379130.0461	20
1670633380192.1047	20
1670633381242.6086	20
1670633382802.4639	20
1670633383858.8994	20
1670633384910.0425	20
1670633385952.0981	20
1670633387002.739	20
1670633388054.3027	20
1670633389159.627	20
1670633390253.746	20
1670633391279.6865	20
1670633392299.4084	20
1670633393308.9873	20
1670633394358.5833	20
1670633395408.7852	20
1670633396460.0708	20
1670633397509.3115	20
1670633398559.1963	20
1670633399609.4973	20
