timestamp	mspt
1670632598815.4092	20.0
1670632599919.4375	20.0
1670632601019.1292	20.0
1670632602117.8887	20.0
1670632603219.2424	20.0
1670632604319.5637	20.0
1670632605419.9734	20.0
1670632606519.389	20.0
1670632607619.5166	9.25925925925926
1670632608887.0	33.65384615384615
1670632609985.7402	20.0
1670632611097.6255	19.41747572815534
1670632612173.5417	19.801980198019802
1670632613239.5156	19.41747572815534
1670632614316.0652	19.41747572815534
1670632615452.0642	20.388349514563107
1670632616534.4324	20.0
1670632617639.4883	19.41747572815534
1670632618726.1855	19.81132075471698
1670632619828.1306	19.81132075471698
1670632620937.538	20.0
1670632622039.6147	19.607843137254903
1670632623117.5852	19.607843137254903
1670632624170.6787	19.607843137254903
1670632625232.105	19.801980198019802
1670632626297.7517	20.0
1670632627436.2126	20.5607476635514
1670632628569.171	19.801980198019802
1670632629626.9421	20.0
1670632630725.8826	19.801980198019802
1670632631790.9727	20.0
1670632632888.0627	20.0
1670632633988.0938	20.0
1670632635087.8801	20.0
1670632636188.0137	20.0
1670632637288.175	20.0
1670632638388.086	20.0
1670632639488.116	20.0
1670632640588.177	20.0
1670632641688.1003	20.0
1670632642788.0808	20.0
1670632643889.5654	20.0
1670632644989.145	20.0
1670632646088.0642	20.0
1670632647188.4302	20.0
1670632648289.1833	20.0
1670632649388.0715	20.0
1670632650488.0781	20.0
1670632651589.5007	20.0
1670632652689.772	20.0
1670632653790.4824	20.0
1670632654890.0696	20.0
1670632655989.513	20.0
1670632657089.7566	20.0
1670632658190.236	20.0
1670632659290.1943	20.0
1670632660393.2363	20.0
1670632661492.087	20.0
1670632662591.9587	20.0
1670632663692.0955	20.0
1670632664792.0735	20.0
1670632665892.6343	20.0
1670632666992.7014	19.801980198019802
1670632668056.1033	20.0
1670632669157.5527	20.0
1670632670255.936	20.0
1670632671356.0916	20.0
1670632672456.6436	20.0
1670632673557.2278	20.0
1670632674656.6313	20.0
1670632675757.8237	20.0
1670632676857.407	20.0
1670632677957.303	20.0
1670632679057.747	20.0
1670632680157.8528	20.0
1670632681261.2507	20.0
1670632682357.624	20.0
1670632683458.5986	20.0
1670632684558.2148	20.0
1670632685658.1704	20.0
1670632686758.669	20.0
1670632687858.79	20.0
1670632688958.6792	20.0
1670632690058.5571	20.0
1670632691160.0947	20.0
1670632692260.0793	20.0
1670632693360.0688	20.0
1670632694461.7803	20.0
1670632695560.0718	20.0
1670632696660.0876	20.0
1670632697761.766	20.0
1670632698861.4763	20.0
1670632699961.5146	20.0
1670632701062.843	20.0
1670632702161.6506	19.607843137254903
1670632703228.0837	20.0
1670632704328.0854	20.0
1670632705428.0728	20.0
1670632706528.0708	20.0
1670632707628.0906	20.0
1670632708729.2942	20.0
1670632709828.6318	20.0
1670632710928.073	20.0
1670632712028.0828	19.607843137254903
1670632713093.7808	19.607843137254903
1670632714165.5652	20.0
1670632715265.9104	20.0
1670632716370.057	19.81132075471698
1670632717475.504	19.801980198019802
1670632718531.21	19.607843137254903
1670632719597.748	20.0
1670632720697.734	20.0
1670632721797.5625	20.0
1670632722897.8323	19.41747572815534
1670632723980.0896	20.0
1670632725080.0713	20.0
1670632726181.6714	20.0
1670632727279.8955	20.0
1670632728380.08	20.0
1670632729481.2239	20.0
1670632730579.11	20.0
1670632731680.641	20.0
1670632732781.598	19.801980198019802
1670632733842.4111	20.0
1670632734896.0818	20.0
1670632735997.3484	19.801980198019802
1670632737055.027	20.0
1670632738156.0894	20.0
1670632739256.102	20.0
1670632740355.4292	20.0
1670632741457.552	20.0
1670632742559.2654	20.0
1670632743660.111	20.0
1670632744759.3445	20.0
1670632745861.8423	19.801980198019802
1670632746931.002	19.81132075471698
1670632748015.3848	19.801980198019802
1670632749072.0469	20.0
1670632750186.355	20.388349514563107
1670632751272.0452	19.801980198019802
1670632752331.1882	20.0
1670632753385.571	19.047619047619047
1670632754460.1155	19.41747572815534
1670632755538.8896	16.96428571428571
1670632756701.7886	23.076923076923077
1670632757797.5825	20.0
1670632758896.7979	19.607843137254903
1670632759967.344	19.41747572815534
1670632761052.094	20.0
1670632762152.1975	15.254237288135593
1670632763387.1858	25.24271844660194
1670632764470.5405	20.0
1670632765570.901	20.0
1670632766676.0723	19.801980198019802
1670632767743.6687	12.745098039215685
